identificador_cliente,ingresos_mensuales_cop,score_credito
8570,2237363.31,797
8571,8264698.04,424
8572,7142134.02,503
8573,2090011.37,320
8574,2176614.38,661
8575,5580211.76,660
8576,3783202.05,415
8577,1551322.19,354
8578,5199818.86,591
8579,4092484.72,350
8580,2027750.75,553
8581,7073826.82,791
8582,7888552.71,524
8583,6747476.32,768
8584,7221440.63,402
8585,2858732.08,347
8586,3197725.25,641
8587,2801398.29,532
8588,6808456.71,527
8589,8125002.97,821
8590,6461227.89,312
8591,7646560.71,798
8592,5898633.48,744
8593,4091151.28,639
8594,4365483.63,623
8595,1842314.31,456
8596,1526491.81,730
8597,6307424.35,706
8598,4456688.02,457
8599,5275948.49,484
8600,5315160.98,790
8601,3297105.86,835
8602,4726426.08,656
8603,4689473.6,661
8604,4096675.99,523
8605,7208862.76,503
8606,4548380.83,307
8607,5646240.58,771
8608,7747744.87,471
8609,7536882.08,395
8610,7711039.87,605
8611,3244035.97,557
8612,1551873.92,773
8613,3179680.96,599
8614,3306692.89,764
8615,7847394.35,627
8616,5974547.68,409
8617,1888268.51,428
8618,2274725.89,436
8619,2420868.1,838
8620,5839036.59,463
8621,6594980.98,648
8622,7489436.16,762
8623,8072583.17,803
8624,2752272.81,450
8625,3530361.89,545
8626,3030324.74,409
8627,3883083.29,574
8628,7885588.77,366
8629,5440810.48,349
8630,6614981.66,814
8631,4828858.5,525
8632,1507776.98,805
8633,1762207.5,454
8634,5173045.83,779
8635,6475281.05,410
8636,2850379.8,782
8637,6497748.93,573
8638,7136793.57,454
8639,4265661.84,466
8640,6674218.48,318
8641,4209015.64,644
8642,6184124.53,593
8643,6800778.76,761
8644,8441871.65,637
8645,3786855.97,751
8646,4259493.62,643
8647,2492464.43,384
8648,2769326.02,688
8649,6292444.02,526
8650,7902728.25,585
8651,4141155.65,583
8652,2594880.02,408
8653,3352716.4,434
8654,4576372.27,590
8655,3392682.37,807
8656,2981769.4,328
8657,6599088.32,693
8658,1356483.43,326
8659,5182459.8,766
8660,7015121.01,312
8661,3216843.66,744
8662,5643698.88,523
8663,6116080.76,762
8664,6016177.81,320
8665,4510117.37,686
8666,3795361.51,625
8667,7318653.33,766
8668,6760810.89,821
8669,3613037.25,524
8670,2041738.2,774
8671,1817014.33,757
8672,1978787.04,512
8673,5496659.4,780
8674,1671967.67,479
8675,3725873.5,837
8676,6723037.85,826
8677,3419306.8,321
8678,6795818.16,644
8679,6667362.68,320
8680,3069955.35,707
8681,6547519.7,786
8682,6683991.8,827
8683,4161668.26,715
8684,2815027.48,571
8685,5053149.81,504
8686,7934062.63,597
8687,5905240.47,407
8688,2545041.98,451
8689,6215849.86,312
8690,4375861.8,378
8691,5559007.34,468
8692,6585261.05,548
8693,5007620.93,420
8694,7160684.62,686
8695,6499520.17,738
8696,5728528.05,571
8697,2385708.27,599
8698,7318833.6,772
8699,8038520.21,457
8700,2286148.89,526
8701,4815336.13,720
8702,3163998.94,323
8703,6732567.81,837
8704,6495733.38,839
8705,2314372.87,427
8706,7614596.35,393
8707,2603006.06,720
8708,7040264.98,571
8709,4590258.59,783
8710,3663560.51,304
8711,2439322.69,456
8712,2506822.64,351
8713,6065611.99,542
8714,5263098.79,719
8715,2179015.04,724
8716,2111424.6,379
8717,1820636.14,653
8718,6655124.9,592
8719,6425551.01,415
8720,1720703.13,828
8721,5333944.54,779
8722,1909668.32,587
8723,7806969.55,776
8724,7831245.42,324
8725,6327277.53,730
8726,7968560.23,577
8727,7142461.82,616
8728,7265477.75,657
8729,5401896.52,575
8730,3503626.23,643
8731,2868153.63,730
8732,3655840.16,738
8733,5825167.1,761
8734,2543127.06,569
8735,3162209.7,730
8736,4670038.21,320
8737,2977960.71,442
8738,5538234.42,652
8739,7946867.4,764
8740,6686243.43,767
8741,6098271.62,812
8742,5495594.63,763
8743,4813224.95,693
8744,2643259.79,357
8745,7741915.28,425
8746,3089459.21,760
8747,1957423.92,351
8748,6700109.29,568
8749,2564431.85,395
8750,3977651.2,572
8751,1503651.48,622
8752,2286889.19,432
8753,2547066.14,388
8754,1691752.92,304
8755,6027930.09,656
8756,7326456.13,642
8757,3987870.93,503
8758,7596950.63,770
8759,2836095.34,763
8760,3642811.05,796
8761,2385306.35,362
8762,5768026.21,538
8763,4323061.05,839
8764,5715640.1,497
8765,6784059.32,329
8766,5229061.72,508
8767,5818938.56,362
8768,8033802.26,356
8769,3453263.03,732
8770,3885980.36,607
8771,6467464.2,765
8772,5701399.72,406
8773,2585436.91,600
8774,4008260.63,345
8775,4668433.69,376
8776,4319606.83,468
8777,2583578.62,428
8778,7955896.66,567
8779,6788695.08,718
8780,4765761.99,460
8781,6196439.4,357
8782,7760435.24,683
8783,2280453.83,809
8784,3102685.97,729
8785,5207448.98,639
8786,7052874.67,325
8787,1561035.25,671
8788,8384930.68,335
8789,4575327.54,830
8790,3886464.21,566
8791,3407615.95,731
8792,2555368.3,318
8793,6999332.14,638
8794,8178981.99,439
8795,4278242.23,366
8796,8157429.0,829
8797,7231342.83,668
8798,4763568.12,560
8799,6152988.49,502
8800,4431886.09,709
8801,5322808.54,379
8802,1717933.63,412
8803,6313097.02,436
8804,1680337.44,488
8805,7183011.62,576
8806,7239617.89,402
8807,3006956.47,406
8808,3630372.02,472
8809,4765434.73,630
8810,5595972.93,490
8811,3368946.36,524
8812,5565902.11,622
8813,3444066.93,807
8814,1699533.19,847
8815,1318198.36,433
8816,2028287.62,336
8817,7004205.04,392
8818,8222305.45,374
8819,4374156.63,482
8820,4991324.46,758
8821,2357306.82,708
8822,5267425.74,506
8823,2341515.29,544
8824,5700743.18,632
8825,8019462.41,824
8826,2709029.48,593
8827,6804858.77,572
8828,1469217.44,678
8829,4003580.14,325
8830,2097389.26,843
8831,3837823.18,390
8832,2549465.82,775
8833,3987795.93,487
8834,4306164.2,494
8835,3464256.08,833
8836,6027678.04,384
8837,7915734.77,376
8838,4184286.69,629
8839,2684870.73,682
8840,3249203.86,732
8841,7448805.93,676
8842,5415806.01,640
8843,4576079.43,476
8844,2377384.39,725
8845,4538036.62,723
8846,3305142.42,473
8847,8090774.52,705
8848,7665304.79,381
8849,1904098.3,320
8850,5019905.12,697
8851,2920420.09,629
8852,4257595.04,524
8853,7613305.59,701
8854,5098104.54,737
8855,3706350.11,571
8856,2796796.15,579
8857,7062338.99,522
8858,5796529.71,808
8859,4670071.32,641
8860,2865887.35,341
8861,3706573.89,475
8862,8210872.67,544
8863,5044647.55,552
8864,4185034.82,573
8865,5054238.7,633
8866,6908717.24,310
8867,3748784.34,451
8868,2586684.07,488
8869,5511540.05,510
8870,6089469.55,396
8871,6431569.62,638
8872,7650310.65,346
8873,3972453.67,356
8874,1842555.25,374
8875,8200109.8,553
8876,4432085.88,469
8877,5787454.07,445
8878,6097398.33,332
8879,5234898.7,814
8880,2777854.21,556
8881,6737029.96,425
8882,7087014.21,412
8883,5281424.22,641
8884,4817640.36,347
8885,2120354.92,663
8886,1904451.96,697
8887,3744866.89,494
8888,3538092.32,620
8889,8166326.45,437
8890,6942083.75,654
8891,6051454.93,369
8892,5027066.24,782
8893,2505046.22,358
8894,8344888.04,688
8895,4000293.03,650
8896,2069864.34,638
8897,4855352.05,735
8898,7592785.68,749
8899,7688495.21,676
8900,1378954.6,690
8901,7681329.36,780
8902,3254686.37,413
8903,1580601.02,471
8904,7404089.95,317
8905,7519840.64,534
8906,5592863.77,609
8907,5435923.05,580
8908,7154465.96,495
8909,6961428.78,414
8910,7708759.41,696
8911,5279781.62,717
8912,8267059.07,583
8913,8472257.18,627
8914,2139121.19,640
8915,7416715.07,520
8916,4898720.26,308
8917,4090477.64,381
8918,5714120.63,593
8919,1702952.01,674
8920,4946520.06,833
8921,7570412.1,714
8922,2836922.92,398
8923,4370007.24,681
8924,8064262.39,803
8925,4385659.63,746
8926,3880246.95,643
8927,4471863.87,724
8928,5040059.92,605
8929,5850337.68,447
8930,7064988.17,753
8931,4555135.88,332
8932,7185862.73,800
8933,5142788.76,618
8934,3737059.67,492
8935,6037245.96,479
8936,6467600.23,817
8937,5317952.62,690
8938,1707627.81,820
8939,2523156.7,656
8940,3354143.59,763
8941,3334904.36,398
8942,6148629.76,447
8943,1432110.36,615
8944,6740908.79,481
8945,3210465.82,846
8946,3532157.29,602
8947,5100950.76,303
8948,2854664.33,406
8949,7668193.46,374
8950,1914655.21,339
8951,4499553.01,418
8952,7415840.34,372
8953,5734076.04,503
8954,3404772.51,395
8955,4329473.5,578
8956,6388199.54,442
8957,8307477.35,414
8958,7730598.77,775
8959,3765516.22,432
8960,8487024.73,467
8961,1325233.58,544
8962,1498934.24,576
8963,7231651.71,558
8964,2736131.35,345
8965,1737538.73,645
8966,3007466.13,536
8967,4367921.11,352
8968,6560077.15,447
8969,5795215.79,832
8970,3010872.77,389
8971,4923547.23,532
8972,7968741.56,350
8973,7168055.99,693
8974,3626966.45,513
8975,8372304.84,750
8976,6402066.88,638
8977,1749635.36,650
8978,1553157.14,584
8979,2512537.23,544
8980,6540562.25,849
8981,2622920.27,525
8982,4982704.74,740
8983,1971472.87,773
8984,7930380.34,743
8985,3776516.42,711
8986,7838550.81,545
8987,8103104.62,799
8988,1344126.26,849
8989,4641773.35,416
8990,1477523.6,663
8991,7842587.92,503
8992,5032534.32,650
8993,1839596.89,618
8994,2093992.44,658
8995,4061264.98,816
8996,8069686.19,788
8997,6288945.89,406
8998,7546855.84,471
8999,3938487.85,818
9000,1611138.64,827
9001,8315086.99,619
9002,1423645.53,336
9003,8123091.9,798
9004,3954477.45,564
9005,1372650.92,701
9006,6261932.07,517
9007,8359890.19,629
9008,8252505.2,485
9009,2458746.48,680
9010,2604984.2,508
9011,5371880.19,587
9012,5888594.75,387
9013,6623808.98,435
9014,2603562.6,457
9015,8204851.02,454
9016,5898922.65,762
9017,7398737.82,519
9018,5188473.15,758
9019,4282793.3,466
9020,8335716.93,621
9021,5491273.87,811
9022,7541489.8,386
9023,8163705.25,844
9024,6162553.31,574
9025,5252358.49,440
9026,1325278.13,652
9027,1588141.41,304
9028,2746128.76,681
9029,2639260.71,633
9030,3134263.33,774
9031,3495529.39,329
9032,3892471.55,646
9033,4327871.37,792
9034,2011837.64,794
9035,1605005.91,687
9036,6152400.03,552
9037,5168810.74,329
9038,4497838.26,641
9039,5867967.58,586
9040,7259291.73,696
9041,4379388.95,808
9042,5916060.15,543
9043,8165720.01,520
9044,7345296.37,455
9045,4367205.84,682
9046,5941961.23,619
9047,2574910.64,672
9048,5335759.73,830
9049,8365563.7,514
9050,5031868.83,666
9051,7978995.75,413
9052,4232811.43,499
9053,8491682.76,324
9054,5470384.25,420
9055,1604336.76,302
9056,5524634.54,744
9057,3276923.41,553
9058,1533865.52,319
9059,7210143.79,503
9060,3285253.39,656
9061,7035149.59,427
9062,3375166.6,657
9063,2699149.75,591
9064,8312336.13,473
9065,3903846.36,654
9066,5629908.72,336
9067,5691866.75,609
9068,5335409.07,383
9069,7885809.35,809
9070,6155975.71,743
9071,4206877.63,719
9072,7509138.77,504
9073,2603652.87,787
9074,5218504.65,387
9075,8143962.68,551
9076,5802862.94,330
9077,7182172.84,720
9078,6005637.22,360
9079,7343470.22,525
9080,8100312.73,634
9081,3265036.44,410
9082,2521559.79,790
9083,4784733.4,571
9084,6353409.47,333
9085,2935777.02,511
9086,1329530.44,599
9087,3769132.83,672
9088,8275787.22,424
9089,6303765.72,402
9090,4189543.2,419
9091,2686547.9,846
9092,3863845.65,630
9093,2522843.92,608
9094,2065401.91,711
9095,7828545.08,698
9096,8483082.44,605
9097,2481623.97,462
9098,1692562.42,364
9099,3674063.97,515
9100,4623946.1,325
9101,2774712.98,343
9102,3470259.36,389
9103,2746269.3,432
9104,6874676.09,460
9105,6430561.19,679
9106,5871650.91,560
9107,4087968.57,682
9108,7845094.78,668
9109,8280634.3,410
9110,2550203.05,376
9111,2905691.02,508
9112,5084543.4,312
9113,1957004.1,847
9114,4442428.47,324
9115,5488897.11,845
9116,5058929.71,439
9117,3682541.8,574
9118,5205609.8,669
9119,8203366.87,521
9120,2783325.31,336
9121,6014785.78,428
9122,1612456.2,615
9123,1778198.11,622
9124,5273163.21,732
9125,2055562.1,517
9126,1460896.88,547
9127,2534893.58,410
9128,5366914.03,446
9129,6364054.87,643
9130,2757845.66,808
9131,6111467.95,804
9132,2613829.58,433
9133,5716893.47,763
9134,4266109.7,490
9135,6007356.47,462
9136,8464379.82,755
9137,8052282.15,360
9138,1330828.66,304
9139,7675159.1,336
9140,1778733.73,759
9141,8161935.42,516
9142,3329144.89,438
9143,4050650.78,398
9144,1959795.08,563
9145,2108363.86,523
9146,6532532.07,310
9147,8099192.1,626
9148,5697389.16,649
9149,6454120.11,678
9150,6786182.16,530
9151,3192262.78,440
9152,1625653.34,348
9153,1313483.76,750
9154,3824674.84,790
9155,3038542.44,504
9156,1748687.62,708
9157,2592603.71,706
9158,2196392.07,350
9159,7887124.34,474
9160,2309923.94,560
9161,5171068.94,779
9162,5570362.88,522
9163,5213124.1,568
9164,2013206.33,617
9165,3595348.2,684
9166,1669146.39,518
9167,4148823.38,353
9168,2657912.31,499
9169,5343754.24,638
9170,6288220.44,604
9171,5131262.99,544
9172,4426504.22,507
9173,4088800.63,810
9174,7360180.73,558
9175,2879450.07,679
9176,6586372.04,462
9177,6753872.74,640
9178,4318240.05,829
9179,3440564.31,333
9180,4687898.7,622
9181,1971140.27,480
9182,1630696.23,646
9183,2103543.04,491
9184,2647444.23,545
9185,4930073.11,544
9186,7413783.78,432
9187,2996624.79,496
9188,8033166.48,646
9189,8175336.94,348
9190,8204113.15,363
9191,7330451.69,403
9192,3919540.29,512
9193,1823324.16,816
9194,5395494.87,418
9195,5322506.4,541
9196,7419825.52,579
9197,8471135.57,723
9198,4958732.61,662
9199,3785469.02,605
9200,2638492.32,785
9201,1334558.74,613
9202,4965618.59,812
9203,5299734.4,466
9204,7239557.05,693
9205,4932954.17,362
9206,7898572.11,571
9207,5822201.03,336
9208,7350420.92,315
9209,2367772.49,642
9210,7458420.14,645
9211,6161035.75,838
9212,2525677.83,532
9213,2666297.62,715
9214,7970804.46,566
9215,1531950.6,625
9216,4630251.59,742
9217,3557022.09,375
9218,6088557.57,546
9219,7345331.59,612
9220,3894722.48,642
9221,4373695.03,481
9222,8369808.05,698
9223,6944198.87,540
9224,7759869.74,591
9225,4459087.99,353
9226,2985348.67,444
9227,4265416.95,655
9228,6455861.81,776
9229,2087898.91,321
9230,3247377.56,630
9231,1635778.48,591
9232,4412903.72,535
9233,7257609.3,328
9234,1477578.56,459
9235,6162329.39,829
9236,8013970.3,849
9237,3005880.6,400
9238,6294170.85,589
9239,8320733.69,676
9240,8228402.03,472
9241,2991490.19,642
9242,2022383.58,490
9243,2367634.27,738
9244,6354656.81,642
9245,6525463.9,424
9246,6154503.24,659
9247,3719764.39,802
9248,2522393.97,472
9249,5481479.86,693
9250,4782499.21,760
9251,6547605.86,419
9252,4477792.57,572
9253,3738205.8,657
9254,3413045.76,685
9255,2822586.3,618
9256,3213373.91,560
9257,1982779.16,580
9258,3797370.48,628
9259,1563302.65,423
9260,2642179.7,775
9261,6676747.2,577
9262,3643376.72,392
9263,6111306.52,846
9264,6461566.06,427
9265,5484534.47,831
9266,8202623.74,466
9267,1454367.04,535
9268,6618299.08,331
9269,8203263.84,530
9270,7508356.45,490
9271,2508827.38,807
9272,3653106.21,756
9273,2541653.25,554
9274,5629420.22,578
9275,6427753.47,355
9276,3582931.14,405
9277,5184447.33,491
9278,6274628.1,577
9279,4333646.68,843
9280,7448911.82,474
9281,6855159.53,384
9282,1765591.92,515
9283,5772102.15,313
9284,2994343.97,336
9285,5314131.51,326
9286,8189596.79,369
9287,7629246.43,453
9288,4212518.1,737
9289,3398899.78,570
9290,2987721.36,840
9291,5134107.06,373
9292,2122588.86,448
9293,5254780.06,805
9294,1309602.2,309
9295,3631717.34,801
9296,2883527.06,361
9297,8292775.29,687
9298,6536144.7,531
9299,3817504.34,827
9300,1968484.62,849
9301,5020964.28,744
9302,2836824.75,620
9303,5162292.73,382
9304,7314608.95,733
9305,5733706.38,316
9306,5863276.62,668
9307,5195418.08,554
9308,7976312.55,755
9309,8009699.33,832
9310,4991607.05,691
9311,3501468.31,619
9312,4609026.44,519
9313,2643216.97,713
9314,5881679.07,331
9315,4900664.82,315
9316,2043763.44,708
9317,2723064.02,472
9318,4753350.08,478
9319,7690640.73,796
9320,5378013.19,403
9321,6207052.0,616
9322,3741005.56,480
9323,5414162.03,431
9324,4521134.72,454
9325,6045735.37,658
9326,1664144.08,534
9327,4851761.56,464
9328,3431146.9,726
9329,3648532.44,787
9330,8218605.51,512
9331,2615402.65,456
9332,3540965.82,374
9333,4971226.55,734
9334,7513794.03,477
9335,4300024.6,611
9336,6655830.02,426
9337,7465893.51,676
9338,3532117.76,644
9339,4127801.32,524
9340,3867204.81,316
9341,7296561.82,796
9342,1619297.41,772
9343,3520631.84,610
9344,6191741.61,436
9345,5371193.2,774
9346,4441283.39,516
9347,5187627.24,495
9348,2722609.02,500
9349,4401159.68,665
9350,4912261.49,827
9351,7788561.68,699
9352,3178013.17,824
9353,7548365.22,513
9354,5938538.09,640
9355,1446453.98,628
9356,6517345.63,418
9357,1555973.52,724
9358,8481144.11,672
9359,7582984.15,478
9360,3440874.98,731
9361,3153360.86,701
9362,4046375.79,693
9363,3864402.15,378
9364,3980832.29,723
9365,3591591.13,417
9366,5772160.53,667
9367,2482698.38,405
9368,7391065.31,404
9369,7149297.89,602
9370,4730679.1,447
9371,7439655.75,449
9372,3079444.5,555
9373,1426471.28,381
9374,5758297.06,315
9375,4596947.73,492
9376,5383584.73,373
9377,7775243.74,576
9378,8283464.13,360
9379,5868062.61,835
9380,6801200.25,834
9381,1903420.72,642
9382,2457152.21,694
9383,6579074.6,557
9384,4405831.29,497
9385,4510949.95,352
9386,3521975.31,570
9387,5672965.96,500
9388,2633188.33,695
9389,5813797.21,677
9390,2551351.77,834
9391,1759547.45,387
9392,3678575.36,697
9393,2964210.46,481
9394,7700739.8,582
9395,1695664.87,832
9396,2571618.59,489
9397,5250781.16,504
9398,4763683.77,343
9399,1630134.53,599
9400,1352217.48,578
9401,8414089.18,684
9402,6043609.84,610
9403,3930924.14,827
9404,4687112.18,573
9405,3219160.87,781
9406,3783091.24,750
9407,5973120.16,831
9408,7656244.95,830
9409,2625736.17,824
9410,7350602.84,316
9411,2175207.73,329
9412,2847944.01,769
9413,1567662.07,603
9414,2313845.41,392
9415,7904582.65,461
9416,4607958.98,627
9417,1859194.2,553
9418,8210033.23,739
9419,7628744.62,843
9420,6733714.15,419
9421,8021004.1,813
9422,2884931.83,848
9423,7321858.91,396
9424,6267936.61,669
9425,7562266.6,716
9426,7037763.27,556
9427,3794764.45,427
9428,6875669.47,658
9429,3189685.38,455
9430,3665863.57,356
9431,2076921.16,375
9432,8032551.64,457
9433,3395224.22,384
9434,5048481.75,621
9435,4117596.42,608
9436,8211482.47,829
9437,3712354.03,583
9438,6905529.91,341
9439,7458996.31,433
9440,4436366.78,703
9441,4022837.06,792
9442,6683769.91,521
9443,7872851.06,528
9444,6735508.48,751
9445,2935309.83,605
9446,7695815.78,418
9447,4090588.01,623
9448,5448851.76,458
9449,7286336.46,538
9450,2656442.33,695
9451,6948472.98,619
9452,5592372.14,488
9453,7732059.82,608
9454,2538186.89,548
9455,4328912.11,837
9456,7296470.27,805
9457,1438468.26,693
9458,2107849.84,705
9459,8432069.53,480
9460,3318838.09,320
9461,8323910.99,454
9462,2614227.17,493
9463,3899879.99,523
9464,6720660.0,698
9465,6036004.53,579
9466,5484081.28,309
9467,5115274.07,675
9468,7372771.19,771
9469,2991629.65,451
9470,4485790.67,423
9471,2419256.5,723
9472,5590779.49,822
9473,3103919.85,812
9474,3703662.86,470
9475,4693005.16,424
9476,1492748.22,474
9477,1961953.14,803
9478,6238690.39,684
9479,4388583.86,405
9480,7526489.6,827
9481,6301638.43,337
9482,1358326.78,694
9483,5740328.78,776
9484,1974819.04,766
9485,6922718.89,804
9486,8438855.36,614
9487,5124631.32,584
9488,6216012.4,763
9489,3008661.96,563
9490,4450703.76,728
9491,7463886.39,664
9492,2505445.22,480
9493,3211856.36,543
9494,4507122.46,612
9495,6428192.02,375
9496,4006364.47,561
9497,7979672.41,530
9498,1980090.77,679
9499,3969790.22,608
9500,6404469.69,687
9501,2927104.71,624
9502,6026174.57,755
9503,2482362.1,811
9504,1703058.05,642
9505,2171313.16,815
9506,7995890.44,741
9507,5272606.36,848
9508,7033689.58,561
9509,3695112.41,762
9510,5567142.26,526
9511,4863655.36,822
9512,8109313.31,488
9513,6682537.38,508
9514,6559906.95,312
9515,1633743.54,461
9516,5257621.62,792
9517,4662338.47,734
9518,7980464.32,304
9519,3152862.31,501
9520,3242800.86,715
9521,4261692.99,311
9522,3052261.94,696
9523,2230124.21,640
9524,7473386.9,672
9525,5319590.98,677
9526,7501811.58,524
9527,7284170.31,481
9528,3330704.95,596
9529,5243709.6,606
9530,1899167.46,730
9531,7889813.57,417
9532,4210691.55,651
9533,4134468.52,345
9534,3479838.67,526
9535,4616778.96,655
9536,3112667.58,593
9537,3998936.36,539
9538,7059618.75,647
9539,7306639.63,440
9540,3490113.84,503
9541,4676903.9,568
9542,7591502.39,612
9543,1679247.99,717
9544,7701843.73,436
9545,2878127.29,650
9546,6185482.56,460
9547,5494372.21,472
9548,5281173.39,429
9549,7487393.62,378
9550,2031319.43,356
9551,3798601.78,699
9552,5175419.77,662
9553,7141279.75,634
9554,2858390.2,433
9555,7081094.86,313
9556,4177397.07,582
9557,2660179.77,720
9558,6764702.37,426
9559,1954472.09,517
9560,5006325.09,788
9561,1759905.64,559
9562,3866208.56,517
9563,5627752.95,788
9564,5304031.9,742
9565,4213519.01,398
9566,4389145.56,481
9567,2932740.78,468
9568,4582354.64,532
9569,8163434.96,392
9570,7423261.01,771
9571,2345676.66,815
9572,1514421.67,384
9573,8021375.05,818
9574,5092598.2,680
9575,5172432.33,706
9576,6921169.57,531
9577,3565760.61,550
9578,4769734.5,384
9579,8274372.97,618
9580,6139470.55,492
9581,2406964.23,599
9582,2259232.59,657
9583,2770706.26,752
9584,6820324.06,805
9585,3426714.43,364
9586,1453999.7,521
9587,8098055.42,765
9588,2521936.6,371
9589,1368818.94,773
9590,3007347.54,318
9591,2992207.27,821
9592,4338437.81,714
9593,7926806.79,663
9594,7630131.41,827
9595,4589640.8,379
9596,4258479.32,489
9597,5296065.42,447
9598,3052868.89,742
9599,1675731.94,564
9600,8062413.78,808
9601,2644232.69,600
9602,2728485.25,765
9603,4701714.37,664
9604,4839616.08,698
9605,1432726.31,792
9606,2365274.12,841
9607,4022714.69,779
9608,6222860.99,467
9609,2944612.89,390
9610,4345704.01,599
9611,5312884.47,473
9612,7697865.96,672
9613,3647707.62,323
9614,2261619.51,500
9615,4822760.03,306
9616,6676395.53,305
9617,2090990.25,460
9618,4357721.14,547
9619,1428053.02,465
9620,1541626.11,727
9621,4777264.22,444
9622,3447020.55,810
9623,7384772.55,842
9624,5635511.0,808
9625,4568317.32,519
9626,4237134.67,375
9627,4880167.46,618
9628,1591159.58,337
9629,7728112.17,813
9630,8487782.72,545
9631,2606707.3,439
9632,2166757.35,557
9633,2333757.74,680
9634,6059394.82,777
9635,6062374.04,484
9636,7405053.97,602
9637,6713150.0,793
9638,4537765.65,463
9639,5712558.6,502
9640,6255649.63,707
9641,4991702.59,509
9642,4724687.09,400
9643,5944701.61,745
9644,5313816.75,667
9645,5936384.6,538
9646,5712554.37,590
9647,6478215.24,671
9648,5928185.26,730
9649,5042145.9,579
9650,6208937.04,766
9651,4536270.15,615
9652,3040032.83,376
9653,1310211.18,450
9654,5331741.86,695
9655,5552717.63,795
9656,8298752.55,596
9657,3902644.01,706
9658,4137759.35,586
9659,2752956.99,792
9660,1807846.93,835
9661,6864192.35,755
9662,3097703.66,791
9663,5684115.0,308
9664,6251965.86,431
9665,4692904.15,376
9666,7609735.21,430
9667,4495322.86,711
9668,3351342.09,389
9669,7751311.77,797
9670,7503262.85,653
9671,2481087.62,570
9672,1486919.33,691
9673,1947896.01,731
9674,3363141.27,771
9675,8300270.57,607
9676,5321316.3,807
9677,3987484.47,354
9678,7698755.88,336
9679,4562581.59,354
9680,3569718.12,823
9681,8076780.61,762
9682,7416527.2,777
9683,7374412.3,510
9684,4988450.15,525
9685,6983956.47,306
9686,2591344.19,839
9687,5427205.29,511
9688,8383690.64,488
9689,3394900.7,374
9690,7019336.77,413
9691,4831444.53,450
9692,1586600.92,735
9693,6793739.66,383
9694,2513697.84,511
9695,5846609.68,760
9696,1916782.2,476
9697,8117445.26,611
9698,3400411.99,458
9699,2930545.78,485
9700,2229782.11,770
9701,8111215.79,608
9702,6425706.95,545
9703,6639958.4,683
9704,4895712.84,341
9705,4718040.05,584
9706,2092152.95,599
9707,5330855.89,735
9708,3077798.76,668
9709,8335446.4,785
9710,7035382.77,735
9711,4273542.83,727
9712,2389657.06,480
9713,6954388.18,639
9714,2178787.12,790
9715,2663203.03,794
9716,2822947.73,462
9717,5309612.6,755
9718,6966807.91,391
9719,3563067.13,404
9720,1909622.66,738
9721,4644676.94,797
9722,6686393.74,627
9723,2895979.67,840
9724,2883456.75,808
9725,8120034.6,550
9726,8169906.84,490
9727,8431353.27,346
9728,7115149.13,550
9729,2654926.02,363
9730,2826266.95,619
9731,3749621.74,823
9732,3590554.23,591
9733,8186999.79,328
9734,6981332.68,736
9735,6512863.3,346
9736,2638935.21,716
9737,7848584.03,750
9738,7260666.73,373
9739,2478221.26,352
9740,7572426.39,532
9741,3260182.26,499
9742,1882262.17,848
9743,6029120.61,396
9744,6007393.55,348
9745,1983510.47,821
9746,3595733.02,339
9747,8448264.13,452
9748,6184672.0,405
9749,6556541.2,510
9750,2833004.46,501
9751,1867230.91,732
9752,3293692.17,446
9753,3092068.37,798
9754,2988717.53,581
9755,2687831.12,609
9756,5438240.97,350
9757,3662345.03,794
9758,7206484.11,708
9759,2624421.41,572
9760,4645314.91,757
9761,1398336.42,419
9762,4768112.72,345
9763,1702035.19,542
9764,8339609.29,610
9765,6992263.33,630
9766,4828802.63,310
9767,1923428.98,723
9768,5565607.17,347
9769,6763099.01,676
9770,2673164.22,307
9771,5391100.05,825
9772,7162318.47,669
9773,6831384.0,739
9774,7081542.53,783
9775,7631128.66,572
9776,8051311.14,430
9777,4219752.32,820
9778,5395137.54,413
9779,6992748.59,831
9780,6319406.66,798
9781,8467745.64,638
9782,1398479.09,320
9783,3856959.15,332
9784,3323401.07,432
9785,3188674.12,325
9786,2902214.43,663
9787,6405691.65,391
9788,1910268.21,844
9789,6639583.6,537
9790,6292666.06,317
9791,3105789.75,573
9792,3120403.24,588
9793,5827796.21,326
9794,6787631.96,733
9795,7610696.41,407
9796,7435404.86,623
9797,8247157.56,830
9798,5485971.25,403
9799,7842320.04,631
9800,7121295.57,661
9801,7741606.9,588
9802,1383711.53,743
9803,8254501.54,336
9804,4709417.17,647
9805,7046917.52,342
9806,2215869.66,425
9807,4150775.89,308
9808,3254516.77,825
9809,3399943.15,430
9810,2187440.46,624
9811,7101499.59,483
9812,1366544.66,581
9813,3550039.29,352
9814,2555755.91,832
9815,5541080.37,676
9816,3130617.3,594
9817,3164788.87,507
9818,4816034.64,776
9819,5999361.08,368
9820,2173393.87,736
9821,2563682.46,600
9822,3079658.16,326
9823,8310987.14,405
9824,4159498.0,310
9825,5612728.65,515
9826,3039108.25,620
9827,4831308.58,759
9828,1833658.06,825
9829,1550143.45,459
9830,4674881.39,763
9831,4170346.87,821
9832,2285538.3,572
9833,6250730.29,540
9834,8448905.13,466
9835,4148657.11,626
9836,5796822.18,828
9837,8233426.79,572
9838,7287051.8,675
9839,4637576.01,674
