identificador_cliente,sector_economico,fecha_afiliacion
9468,Ganadería/Agro,2020-12-18
9469,Minería/Servicios,2020-12-18
9470,Ganadería/Agro,2020-12-18
9471,Independientes,2020-12-18
9472,Independientes,2020-12-18
9473,Ganadería/Agro,2020-12-19
9474,Ganadería/Agro,2020-12-19
9475,Ganadería/Agro,2020-12-19
9476,Ganadería/Agro,2020-12-19
9477,Minería/Servicios,2020-12-19
9478,Minería/Servicios,2020-12-19
9479,Ganadería/Agro,2020-12-19
9480,Independientes,2020-12-19
9481,Minería/Servicios,2020-12-19
9482,Independientes,2020-12-19
9483,Comercio Minorista,2020-12-19
9484,Independientes,2020-12-19
9485,Ganadería/Agro,2020-12-19
9486,Comercio Minorista,2020-12-19
9487,Minería/Servicios,2020-12-19
9488,Minería/Servicios,2020-12-19
9489,Comercio Minorista,2020-12-19
9490,Independientes,2020-12-19
9491,Minería/Servicios,2020-12-19
9492,Ganadería/Agro,2020-12-19
9493,Comercio Minorista,2020-12-19
9494,Ganadería/Agro,2020-12-19
9495,Comercio Minorista,2020-12-19
9496,Minería/Servicios,2020-12-19
9497,Independientes,2020-12-20
9498,Comercio Minorista,2020-12-20
9499,Comercio Minorista,2020-12-20
9500,Ganadería/Agro,2020-12-20
9501,Minería/Servicios,2020-12-20
9502,Ganadería/Agro,2020-12-20
9503,Minería/Servicios,2020-12-20
9504,Ganadería/Agro,2020-12-20
9505,Comercio Minorista,2020-12-20
9506,Ganadería/Agro,2020-12-20
9507,Independientes,2020-12-20
9508,Minería/Servicios,2020-12-20
9509,Minería/Servicios,2020-12-20
9510,Comercio Minorista,2020-12-20
9511,Minería/Servicios,2020-12-20
9512,Independientes,2020-12-20
9513,Ganadería/Agro,2020-12-20
9514,Comercio Minorista,2020-12-20
9515,Independientes,2020-12-20
9516,Minería/Servicios,2020-12-20
9517,Minería/Servicios,2020-12-20
9518,Independientes,2020-12-20
9519,Ganadería/Agro,2020-12-20
9520,Ganadería/Agro,2020-12-20
9521,Comercio Minorista,2020-12-21
9522,Minería/Servicios,2020-12-21
9523,Independientes,2020-12-21
9524,Ganadería/Agro,2020-12-21
9525,Comercio Minorista,2020-12-21
9526,Minería/Servicios,2020-12-21
9527,Minería/Servicios,2020-12-21
9528,Comercio Minorista,2020-12-21
9529,Comercio Minorista,2020-12-21
9530,Ganadería/Agro,2020-12-21
9531,Independientes,2020-12-21
9532,Minería/Servicios,2020-12-21
9533,Independientes,2020-12-21
9534,Minería/Servicios,2020-12-21
9535,Minería/Servicios,2020-12-21
9536,Independientes,2020-12-21
9537,Comercio Minorista,2020-12-21
9538,Ganadería/Agro,2020-12-21
9539,Minería/Servicios,2020-12-21
9540,Comercio Minorista,2020-12-21
9541,Minería/Servicios,2020-12-21
9542,Ganadería/Agro,2020-12-21
9543,Minería/Servicios,2020-12-21
9544,Ganadería/Agro,2020-12-21
9545,Ganadería/Agro,2020-12-22
9546,Minería/Servicios,2020-12-22
9547,Minería/Servicios,2020-12-22
9548,Ganadería/Agro,2020-12-22
9549,Comercio Minorista,2020-12-22
9550,Independientes,2020-12-22
9551,Ganadería/Agro,2020-12-22
9552,Minería/Servicios,2020-12-22
9553,Minería/Servicios,2020-12-22
9554,Comercio Minorista,2020-12-22
9555,Independientes,2020-12-22
9556,Ganadería/Agro,2020-12-22
9557,Ganadería/Agro,2020-12-22
9558,Independientes,2020-12-22
9559,Ganadería/Agro,2020-12-22
9560,Independientes,2020-12-22
9561,Minería/Servicios,2020-12-22
9562,Independientes,2020-12-22
9563,Ganadería/Agro,2020-12-22
9564,Independientes,2020-12-22
9565,Comercio Minorista,2020-12-22
9566,Minería/Servicios,2020-12-22
9567,Minería/Servicios,2020-12-22
9568,Independientes,2020-12-22
9569,Ganadería/Agro,2020-12-23
9570,Comercio Minorista,2020-12-23
9571,Minería/Servicios,2020-12-23
9572,Minería/Servicios,2020-12-23
9573,Ganadería/Agro,2020-12-23
9574,Ganadería/Agro,2020-12-23
9575,Comercio Minorista,2020-12-23
9576,Independientes,2020-12-23
9577,Ganadería/Agro,2020-12-23
9578,Independientes,2020-12-23
9579,Comercio Minorista,2020-12-23
9580,Independientes,2020-12-23
9581,Minería/Servicios,2020-12-23
9582,Independientes,2020-12-23
9583,Comercio Minorista,2020-12-23
9584,Comercio Minorista,2020-12-23
9585,Comercio Minorista,2020-12-23
9586,Independientes,2020-12-23
9587,Minería/Servicios,2020-12-23
9588,Ganadería/Agro,2020-12-23
9589,Minería/Servicios,2020-12-23
9590,Independientes,2020-12-23
9591,Independientes,2020-12-23
9592,Ganadería/Agro,2020-12-23
9593,Independientes,2020-12-24
9594,Comercio Minorista,2020-12-24
9595,Comercio Minorista,2020-12-24
9596,Comercio Minorista,2020-12-24
9597,Comercio Minorista,2020-12-24
9598,Comercio Minorista,2020-12-24
9599,Independientes,2020-12-24
9600,Ganadería/Agro,2020-12-24
9601,Ganadería/Agro,2020-12-24
9602,Comercio Minorista,2020-12-24
9603,Independientes,2020-12-24
9604,Minería/Servicios,2020-12-24
9605,Minería/Servicios,2020-12-24
9606,Independientes,2020-12-24
9607,Comercio Minorista,2020-12-24
9608,Ganadería/Agro,2020-12-24
9609,Independientes,2020-12-24
9610,Minería/Servicios,2020-12-24
9611,Minería/Servicios,2020-12-24
9612,Minería/Servicios,2020-12-24
9613,Comercio Minorista,2020-12-24
9614,Minería/Servicios,2020-12-24
9615,Independientes,2020-12-24
9616,Independientes,2020-12-24
9617,Minería/Servicios,2020-12-25
9618,Independientes,2020-12-25
9619,Minería/Servicios,2020-12-25
9620,Minería/Servicios,2020-12-25
9621,Ganadería/Agro,2020-12-25
9622,Comercio Minorista,2020-12-25
9623,Comercio Minorista,2020-12-25
9624,Ganadería/Agro,2020-12-25
9625,Ganadería/Agro,2020-12-25
9626,Comercio Minorista,2020-12-25
9627,Minería/Servicios,2020-12-25
9628,Minería/Servicios,2020-12-25
9629,Comercio Minorista,2020-12-25
9630,Minería/Servicios,2020-12-25
9631,Ganadería/Agro,2020-12-25
9632,Minería/Servicios,2020-12-25
9633,Minería/Servicios,2020-12-25
9634,Independientes,2020-12-25
9635,Independientes,2020-12-25
9636,Independientes,2020-12-25
9637,Minería/Servicios,2020-12-25
9638,Comercio Minorista,2020-12-25
9639,Ganadería/Agro,2020-12-25
9640,Minería/Servicios,2020-12-25
9641,Comercio Minorista,2020-12-26
9642,Minería/Servicios,2020-12-26
9643,Ganadería/Agro,2020-12-26
9644,Minería/Servicios,2020-12-26
9645,Ganadería/Agro,2020-12-26
9646,Minería/Servicios,2020-12-26
9647,Ganadería/Agro,2020-12-26
9648,Minería/Servicios,2020-12-26
9649,Ganadería/Agro,2020-12-26
9650,Independientes,2020-12-26
9651,Minería/Servicios,2020-12-26
9652,Minería/Servicios,2020-12-26
9653,Comercio Minorista,2020-12-26
9654,Comercio Minorista,2020-12-26
9655,Ganadería/Agro,2020-12-26
9656,Minería/Servicios,2020-12-26
9657,Ganadería/Agro,2020-12-26
9658,Independientes,2020-12-26
9659,Comercio Minorista,2020-12-26
9660,Ganadería/Agro,2020-12-26
9661,Ganadería/Agro,2020-12-26
9662,Comercio Minorista,2020-12-26
9663,Minería/Servicios,2020-12-26
9664,Ganadería/Agro,2020-12-26
9665,Comercio Minorista,2020-12-27
9666,Minería/Servicios,2020-12-27
9667,Independientes,2020-12-27
9668,Comercio Minorista,2020-12-27
9669,Ganadería/Agro,2020-12-27
9670,Independientes,2020-12-27
9671,Minería/Servicios,2020-12-27
9672,Minería/Servicios,2020-12-27
9673,Comercio Minorista,2020-12-27
9674,Comercio Minorista,2020-12-27
9675,Comercio Minorista,2020-12-27
9676,Minería/Servicios,2020-12-27
9677,Independientes,2020-12-27
9678,Minería/Servicios,2020-12-27
9679,Ganadería/Agro,2020-12-27
9680,Minería/Servicios,2020-12-27
9681,Ganadería/Agro,2020-12-27
9682,Independientes,2020-12-27
9683,Comercio Minorista,2020-12-27
9684,Comercio Minorista,2020-12-27
9685,Minería/Servicios,2020-12-27
9686,Comercio Minorista,2020-12-27
9687,Independientes,2020-12-27
9688,Comercio Minorista,2020-12-27
9689,Minería/Servicios,2020-12-28
9690,Independientes,2020-12-28
9691,Ganadería/Agro,2020-12-28
9692,Minería/Servicios,2020-12-28
9693,Ganadería/Agro,2020-12-28
9694,Independientes,2020-12-28
9695,Minería/Servicios,2020-12-28
9696,Minería/Servicios,2020-12-28
9697,Independientes,2020-12-28
9698,Comercio Minorista,2020-12-28
9699,Minería/Servicios,2020-12-28
9700,Minería/Servicios,2020-12-28
9701,Ganadería/Agro,2020-12-28
9702,Comercio Minorista,2020-12-28
9703,Ganadería/Agro,2020-12-28
9704,Ganadería/Agro,2020-12-28
9705,Comercio Minorista,2020-12-28
9706,Comercio Minorista,2020-12-28
9707,Independientes,2020-12-28
9708,Comercio Minorista,2020-12-28
9709,Minería/Servicios,2020-12-28
9710,Comercio Minorista,2020-12-28
9711,Independientes,2020-12-28
9712,Independientes,2020-12-28
9713,Independientes,2020-12-29
9714,Comercio Minorista,2020-12-29
9715,Comercio Minorista,2020-12-29
9716,Ganadería/Agro,2020-12-29
9717,Ganadería/Agro,2020-12-29
9718,Minería/Servicios,2020-12-29
9719,Ganadería/Agro,2020-12-29
9720,Minería/Servicios,2020-12-29
9721,Independientes,2020-12-29
9722,Ganadería/Agro,2020-12-29
9723,Comercio Minorista,2020-12-29
9724,Ganadería/Agro,2020-12-29
9725,Minería/Servicios,2020-12-29
9726,Ganadería/Agro,2020-12-29
9727,Independientes,2020-12-29
9728,Comercio Minorista,2020-12-29
9729,Minería/Servicios,2020-12-29
9730,Comercio Minorista,2020-12-29
9731,Comercio Minorista,2020-12-29
9732,Minería/Servicios,2020-12-29
9733,Comercio Minorista,2020-12-29
9734,Comercio Minorista,2020-12-29
9735,Ganadería/Agro,2020-12-29
9736,Comercio Minorista,2020-12-29
9737,Comercio Minorista,2020-12-30
9738,Comercio Minorista,2020-12-30
9739,Comercio Minorista,2020-12-30
9740,Minería/Servicios,2020-12-30
9741,Independientes,2020-12-30
9742,Ganadería/Agro,2020-12-30
9743,Comercio Minorista,2020-12-30
9744,Comercio Minorista,2020-12-30
9745,Minería/Servicios,2020-12-30
9746,Independientes,2020-12-30
9747,Comercio Minorista,2020-12-30
9748,Minería/Servicios,2020-12-30
9749,Ganadería/Agro,2020-12-30
9750,Ganadería/Agro,2020-12-30
9751,Comercio Minorista,2020-12-30
9752,Comercio Minorista,2020-12-30
9753,Independientes,2020-12-30
9754,Independientes,2020-12-30
9755,Comercio Minorista,2020-12-30
9756,Minería/Servicios,2020-12-30
9757,Independientes,2020-12-30
9758,Comercio Minorista,2020-12-30
9759,Independientes,2020-12-30
9760,Comercio Minorista,2020-12-30
9761,Ganadería/Agro,2020-12-31
9762,Comercio Minorista,2020-12-31
9763,Ganadería/Agro,2020-12-31
9764,Independientes,2020-12-31
9765,Comercio Minorista,2020-12-31
9766,Independientes,2020-12-31
9767,Ganadería/Agro,2020-12-31
9768,Comercio Minorista,2020-12-31
9769,Independientes,2020-12-31
9770,Ganadería/Agro,2020-12-31
9771,Independientes,2020-12-31
9772,Minería/Servicios,2020-12-31
9773,Ganadería/Agro,2020-12-31
9774,Ganadería/Agro,2020-12-31
9775,Ganadería/Agro,2020-12-31
9776,Comercio Minorista,2020-12-31
9777,Comercio Minorista,2020-12-31
9778,Comercio Minorista,2020-12-31
9779,Minería/Servicios,2020-12-31
9780,Minería/Servicios,2020-12-31
9781,Ganadería/Agro,2020-12-31
9782,Minería/Servicios,2020-12-31
9783,Independientes,2020-12-31
9784,Ganadería/Agro,2020-12-31
9785,Ganadería/Agro,2021-01-01
9786,Independientes,2021-01-01
9787,Ganadería/Agro,2021-01-01
9788,Minería/Servicios,2021-01-01
9789,Comercio Minorista,2021-01-01
9790,Independientes,2021-01-01
9791,Minería/Servicios,2021-01-01
9792,Independientes,2021-01-01
9793,Independientes,2021-01-01
9794,Ganadería/Agro,2021-01-01
9795,Ganadería/Agro,2021-01-01
9796,Minería/Servicios,2021-01-01
9797,Independientes,2021-01-01
9798,Ganadería/Agro,2021-01-01
9799,Ganadería/Agro,2021-01-01
9800,Independientes,2021-01-01
9801,Minería/Servicios,2021-01-01
9802,Minería/Servicios,2021-01-01
9803,Independientes,2021-01-01
9804,Minería/Servicios,2021-01-01
9805,Ganadería/Agro,2021-01-01
9806,Independientes,2021-01-01
9807,Ganadería/Agro,2021-01-01
9808,Comercio Minorista,2021-01-01
9809,Comercio Minorista,2021-01-02
9810,Minería/Servicios,2021-01-02
9811,Comercio Minorista,2021-01-02
9812,Ganadería/Agro,2021-01-02
9813,Comercio Minorista,2021-01-02
9814,Ganadería/Agro,2021-01-02
9815,Minería/Servicios,2021-01-02
9816,Minería/Servicios,2021-01-02
9817,Ganadería/Agro,2021-01-02
9818,Comercio Minorista,2021-01-02
9819,Minería/Servicios,2021-01-02
9820,Independientes,2021-01-02
9821,Minería/Servicios,2021-01-02
9822,Comercio Minorista,2021-01-02
9823,Independientes,2021-01-02
9824,Comercio Minorista,2021-01-02
9825,Ganadería/Agro,2021-01-02
9826,Independientes,2021-01-02
9827,Comercio Minorista,2021-01-02
9828,Independientes,2021-01-02
9829,Comercio Minorista,2021-01-02
9830,Independientes,2021-01-02
9831,Comercio Minorista,2021-01-02
9832,Ganadería/Agro,2021-01-02
9833,Independientes,2021-01-03
9834,Independientes,2021-01-03
9835,Independientes,2021-01-03
9836,Independientes,2021-01-03
9837,Ganadería/Agro,2021-01-03
9838,Independientes,2021-01-03
9839,Minería/Servicios,2021-01-03
9840,Ganadería/Agro,2021-01-03
9841,Minería/Servicios,2021-01-03
9842,Independientes,2021-01-03
9843,Comercio Minorista,2021-01-03
9844,Minería/Servicios,2021-01-03
9845,Independientes,2021-01-03
9846,Minería/Servicios,2021-01-03
9847,Independientes,2021-01-03
9848,Independientes,2021-01-03
9849,Independientes,2021-01-03
9850,Comercio Minorista,2021-01-03
9851,Minería/Servicios,2021-01-03
9852,Ganadería/Agro,2021-01-03
9853,Ganadería/Agro,2021-01-03
9854,Ganadería/Agro,2021-01-03
9855,Ganadería/Agro,2021-01-03
9856,Independientes,2021-01-03
9857,Minería/Servicios,2021-01-04
9858,Minería/Servicios,2021-01-04
9859,Comercio Minorista,2021-01-04
9860,Minería/Servicios,2021-01-04
9861,Minería/Servicios,2021-01-04
9862,Minería/Servicios,2021-01-04
9863,Comercio Minorista,2021-01-04
9864,Ganadería/Agro,2021-01-04
9865,Minería/Servicios,2021-01-04
9866,Comercio Minorista,2021-01-04
9867,Comercio Minorista,2021-01-04
9868,Independientes,2021-01-04
9869,Comercio Minorista,2021-01-04
9870,Ganadería/Agro,2021-01-04
9871,Minería/Servicios,2021-01-04
9872,Comercio Minorista,2021-01-04
9873,Ganadería/Agro,2021-01-04
9874,Comercio Minorista,2021-01-04
9875,Comercio Minorista,2021-01-04
9876,Comercio Minorista,2021-01-04
9877,Comercio Minorista,2021-01-04
9878,Comercio Minorista,2021-01-04
9879,Ganadería/Agro,2021-01-04
9880,Minería/Servicios,2021-01-04
9881,Minería/Servicios,2021-01-05
9882,Minería/Servicios,2021-01-05
9883,Minería/Servicios,2021-01-05
9884,Ganadería/Agro,2021-01-05
9885,Independientes,2021-01-05
9886,Independientes,2021-01-05
9887,Ganadería/Agro,2021-01-05
9888,Ganadería/Agro,2021-01-05
9889,Comercio Minorista,2021-01-05
9890,Comercio Minorista,2021-01-05
9891,Comercio Minorista,2021-01-05
9892,Minería/Servicios,2021-01-05
9893,Comercio Minorista,2021-01-05
9894,Independientes,2021-01-05
9895,Minería/Servicios,2021-01-05
9896,Comercio Minorista,2021-01-05
9897,Minería/Servicios,2021-01-05
9898,Independientes,2021-01-05
9899,Comercio Minorista,2021-01-05
9900,Independientes,2021-01-05
9901,Independientes,2021-01-05
9902,Independientes,2021-01-05
9903,Comercio Minorista,2021-01-05
9904,Ganadería/Agro,2021-01-05
9905,Comercio Minorista,2021-01-06
9906,Independientes,2021-01-06
9907,Comercio Minorista,2021-01-06
9908,Independientes,2021-01-06
9909,Ganadería/Agro,2021-01-06
9910,Minería/Servicios,2021-01-06
9911,Ganadería/Agro,2021-01-06
9912,Ganadería/Agro,2021-01-06
9913,Minería/Servicios,2021-01-06
9914,Comercio Minorista,2021-01-06
9915,Minería/Servicios,2021-01-06
9916,Comercio Minorista,2021-01-06
9917,Comercio Minorista,2021-01-06
9918,Independientes,2021-01-06
9919,Independientes,2021-01-06
9920,Minería/Servicios,2021-01-06
9921,Ganadería/Agro,2021-01-06
9922,Minería/Servicios,2021-01-06
9923,Comercio Minorista,2021-01-06
9924,Independientes,2021-01-06
9925,Minería/Servicios,2021-01-06
9926,Minería/Servicios,2021-01-06
9927,Independientes,2021-01-06
9928,Independientes,2021-01-06
9929,Independientes,2021-01-07
9930,Comercio Minorista,2021-01-07
9931,Independientes,2021-01-07
9932,Ganadería/Agro,2021-01-07
9933,Minería/Servicios,2021-01-07
9934,Independientes,2021-01-07
9935,Independientes,2021-01-07
9936,Comercio Minorista,2021-01-07
9937,Comercio Minorista,2021-01-07
9938,Minería/Servicios,2021-01-07
9939,Ganadería/Agro,2021-01-07
9940,Minería/Servicios,2021-01-07
9941,Independientes,2021-01-07
9942,Ganadería/Agro,2021-01-07
9943,Ganadería/Agro,2021-01-07
9944,Ganadería/Agro,2021-01-07
9945,Ganadería/Agro,2021-01-07
9946,Minería/Servicios,2021-01-07
9947,Comercio Minorista,2021-01-07
9948,Comercio Minorista,2021-01-07
9949,Independientes,2021-01-07
9950,Comercio Minorista,2021-01-07
9951,Comercio Minorista,2021-01-07
9952,Comercio Minorista,2021-01-07
9953,Comercio Minorista,2021-01-08
9954,Independientes,2021-01-08
9955,Minería/Servicios,2021-01-08
9956,Ganadería/Agro,2021-01-08
9957,Comercio Minorista,2021-01-08
9958,Minería/Servicios,2021-01-08
9959,Comercio Minorista,2021-01-08
9960,Comercio Minorista,2021-01-08
9961,Ganadería/Agro,2021-01-08
9962,Ganadería/Agro,2021-01-08
9963,Ganadería/Agro,2021-01-08
9964,Comercio Minorista,2021-01-08
9965,Comercio Minorista,2021-01-08
9966,Comercio Minorista,2021-01-08
9967,Ganadería/Agro,2021-01-08
9968,Independientes,2021-01-08
9969,Minería/Servicios,2021-01-08
9970,Independientes,2021-01-08
9971,Comercio Minorista,2021-01-08
9972,Comercio Minorista,2021-01-08
9973,Independientes,2021-01-08
9974,Comercio Minorista,2021-01-08
9975,Minería/Servicios,2021-01-08
9976,Comercio Minorista,2021-01-08
9977,Minería/Servicios,2021-01-09
9978,Independientes,2021-01-09
9979,Independientes,2021-01-09
9980,Comercio Minorista,2021-01-09
9981,Minería/Servicios,2021-01-09
9982,Comercio Minorista,2021-01-09
9983,Ganadería/Agro,2021-01-09
9984,Ganadería/Agro,2021-01-09
9985,Ganadería/Agro,2021-01-09
9986,Ganadería/Agro,2021-01-09
9987,Comercio Minorista,2021-01-09
9988,Ganadería/Agro,2021-01-09
9989,Minería/Servicios,2021-01-09
9990,Independientes,2021-01-09
9991,Independientes,2021-01-09
9992,Ganadería/Agro,2021-01-09
9993,Ganadería/Agro,2021-01-09
9994,Ganadería/Agro,2021-01-09
9995,Comercio Minorista,2021-01-09
9996,Independientes,2021-01-09
9997,Ganadería/Agro,2021-01-09
9998,Minería/Servicios,2021-01-09
9999,Ganadería/Agro,2021-01-09
10000,Independientes,2021-01-09
10001,Ganadería/Agro,2021-01-10
10002,Independientes,2021-01-10
10003,Ganadería/Agro,2021-01-10
10004,Minería/Servicios,2021-01-10
10005,Ganadería/Agro,2021-01-10
10006,Minería/Servicios,2021-01-10
10007,Minería/Servicios,2021-01-10
10008,Ganadería/Agro,2021-01-10
10009,Minería/Servicios,2021-01-10
10010,Comercio Minorista,2021-01-10
10011,Ganadería/Agro,2021-01-10
10012,Ganadería/Agro,2021-01-10
10013,Minería/Servicios,2021-01-10
10014,Minería/Servicios,2021-01-10
10015,Ganadería/Agro,2021-01-10
10016,Comercio Minorista,2021-01-10
10017,Minería/Servicios,2021-01-10
10018,Minería/Servicios,2021-01-10
10019,Independientes,2021-01-10
10020,Comercio Minorista,2021-01-10
10021,Comercio Minorista,2021-01-10
10022,Ganadería/Agro,2021-01-10
10023,Comercio Minorista,2021-01-10
10024,Ganadería/Agro,2021-01-10
10025,Independientes,2021-01-11
10026,Comercio Minorista,2021-01-11
10027,Minería/Servicios,2021-01-11
10028,Independientes,2021-01-11
10029,Ganadería/Agro,2021-01-11
10030,Independientes,2021-01-11
10031,Ganadería/Agro,2021-01-11
10032,Independientes,2021-01-11
10033,Ganadería/Agro,2021-01-11
10034,Comercio Minorista,2021-01-11
10035,Minería/Servicios,2021-01-11
10036,Ganadería/Agro,2021-01-11
10037,Independientes,2021-01-11
10038,Ganadería/Agro,2021-01-11
10039,Ganadería/Agro,2021-01-11
10040,Ganadería/Agro,2021-01-11
10041,Independientes,2021-01-11
10042,Minería/Servicios,2021-01-11
10043,Comercio Minorista,2021-01-11
10044,Minería/Servicios,2021-01-11
10045,Ganadería/Agro,2021-01-11
10046,Independientes,2021-01-11
10047,Minería/Servicios,2021-01-11
10048,Ganadería/Agro,2021-01-11
10049,Comercio Minorista,2021-01-12
10050,Comercio Minorista,2021-01-12
10051,Comercio Minorista,2021-01-12
10052,Ganadería/Agro,2021-01-12
10053,Independientes,2021-01-12
10054,Minería/Servicios,2021-01-12
10055,Comercio Minorista,2021-01-12
10056,Ganadería/Agro,2021-01-12
10057,Ganadería/Agro,2021-01-12
10058,Minería/Servicios,2021-01-12
10059,Comercio Minorista,2021-01-12
10060,Ganadería/Agro,2021-01-12
10061,Minería/Servicios,2021-01-12
10062,Independientes,2021-01-12
10063,Independientes,2021-01-12
10064,Independientes,2021-01-12
10065,Comercio Minorista,2021-01-12
10066,Minería/Servicios,2021-01-12
10067,Minería/Servicios,2021-01-12
10068,Ganadería/Agro,2021-01-12
10069,Ganadería/Agro,2021-01-12
10070,Ganadería/Agro,2021-01-12
10071,Minería/Servicios,2021-01-12
10072,Ganadería/Agro,2021-01-12
10073,Minería/Servicios,2021-01-13
10074,Minería/Servicios,2021-01-13
10075,Independientes,2021-01-13
10076,Ganadería/Agro,2021-01-13
10077,Independientes,2021-01-13
10078,Comercio Minorista,2021-01-13
10079,Comercio Minorista,2021-01-13
10080,Comercio Minorista,2021-01-13
10081,Minería/Servicios,2021-01-13
10082,Minería/Servicios,2021-01-13
10083,Minería/Servicios,2021-01-13
10084,Ganadería/Agro,2021-01-13
10085,Independientes,2021-01-13
10086,Minería/Servicios,2021-01-13
10087,Independientes,2021-01-13
10088,Independientes,2021-01-13
10089,Independientes,2021-01-13
10090,Ganadería/Agro,2021-01-13
10091,Ganadería/Agro,2021-01-13
10092,Comercio Minorista,2021-01-13
10093,Comercio Minorista,2021-01-13
10094,Independientes,2021-01-13
10095,Comercio Minorista,2021-01-13
10096,Independientes,2021-01-13
10097,Ganadería/Agro,2021-01-14
10098,Ganadería/Agro,2021-01-14
10099,Ganadería/Agro,2021-01-14
10100,Minería/Servicios,2021-01-14
10101,Independientes,2021-01-14
10102,Ganadería/Agro,2021-01-14
10103,Independientes,2021-01-14
10104,Comercio Minorista,2021-01-14
10105,Comercio Minorista,2021-01-14
10106,Ganadería/Agro,2021-01-14
10107,Independientes,2021-01-14
10108,Ganadería/Agro,2021-01-14
10109,Comercio Minorista,2021-01-14
10110,Ganadería/Agro,2021-01-14
10111,Independientes,2021-01-14
10112,Comercio Minorista,2021-01-14
10113,Minería/Servicios,2021-01-14
10114,Comercio Minorista,2021-01-14
10115,Minería/Servicios,2021-01-14
10116,Ganadería/Agro,2021-01-14
10117,Ganadería/Agro,2021-01-14
10118,Independientes,2021-01-14
10119,Minería/Servicios,2021-01-14
10120,Ganadería/Agro,2021-01-14
10121,Minería/Servicios,2021-01-15
10122,Ganadería/Agro,2021-01-15
10123,Comercio Minorista,2021-01-15
10124,Ganadería/Agro,2021-01-15
10125,Independientes,2021-01-15
10126,Comercio Minorista,2021-01-15
10127,Independientes,2021-01-15
10128,Comercio Minorista,2021-01-15
10129,Minería/Servicios,2021-01-15
10130,Independientes,2021-01-15
10131,Ganadería/Agro,2021-01-15
10132,Minería/Servicios,2021-01-15
10133,Ganadería/Agro,2021-01-15
10134,Comercio Minorista,2021-01-15
10135,Comercio Minorista,2021-01-15
10136,Ganadería/Agro,2021-01-15
10137,Ganadería/Agro,2021-01-15
10138,Minería/Servicios,2021-01-15
10139,Ganadería/Agro,2021-01-15
10140,Independientes,2021-01-15
10141,Independientes,2021-01-15
10142,Ganadería/Agro,2021-01-15
10143,Independientes,2021-01-15
10144,Ganadería/Agro,2021-01-15
10145,Minería/Servicios,2021-01-16
10146,Independientes,2021-01-16
10147,Independientes,2021-01-16
10148,Ganadería/Agro,2021-01-16
10149,Independientes,2021-01-16
10150,Comercio Minorista,2021-01-16
10151,Minería/Servicios,2021-01-16
10152,Minería/Servicios,2021-01-16
10153,Independientes,2021-01-16
10154,Independientes,2021-01-16
10155,Comercio Minorista,2021-01-16
10156,Comercio Minorista,2021-01-16
10157,Independientes,2021-01-16
10158,Independientes,2021-01-16
10159,Comercio Minorista,2021-01-16
10160,Ganadería/Agro,2021-01-16
10161,Comercio Minorista,2021-01-16
10162,Ganadería/Agro,2021-01-16
10163,Minería/Servicios,2021-01-16
10164,Minería/Servicios,2021-01-16
10165,Comercio Minorista,2021-01-16
10166,Ganadería/Agro,2021-01-16
10167,Comercio Minorista,2021-01-16
10168,Comercio Minorista,2021-01-16
10169,Ganadería/Agro,2021-01-17
10170,Comercio Minorista,2021-01-17
10171,Minería/Servicios,2021-01-17
10172,Independientes,2021-01-17
10173,Independientes,2021-01-17
10174,Comercio Minorista,2021-01-17
10175,Ganadería/Agro,2021-01-17
10176,Ganadería/Agro,2021-01-17
10177,Minería/Servicios,2021-01-17
10178,Ganadería/Agro,2021-01-17
10179,Ganadería/Agro,2021-01-17
10180,Minería/Servicios,2021-01-17
10181,Comercio Minorista,2021-01-17
10182,Independientes,2021-01-17
10183,Minería/Servicios,2021-01-17
10184,Comercio Minorista,2021-01-17
10185,Minería/Servicios,2021-01-17
10186,Comercio Minorista,2021-01-17
10187,Minería/Servicios,2021-01-17
10188,Comercio Minorista,2021-01-17
10189,Minería/Servicios,2021-01-17
10190,Comercio Minorista,2021-01-17
10191,Minería/Servicios,2021-01-17
10192,Independientes,2021-01-17
10193,Independientes,2021-01-18
10194,Ganadería/Agro,2021-01-18
10195,Comercio Minorista,2021-01-18
10196,Minería/Servicios,2021-01-18
10197,Comercio Minorista,2021-01-18
10198,Independientes,2021-01-18
10199,Comercio Minorista,2021-01-18
10200,Minería/Servicios,2021-01-18
10201,Comercio Minorista,2021-01-18
10202,Minería/Servicios,2021-01-18
10203,Independientes,2021-01-18
10204,Independientes,2021-01-18
10205,Independientes,2021-01-18
10206,Ganadería/Agro,2021-01-18
10207,Independientes,2021-01-18
10208,Comercio Minorista,2021-01-18
10209,Ganadería/Agro,2021-01-18
10210,Independientes,2021-01-18
10211,Comercio Minorista,2021-01-18
10212,Comercio Minorista,2021-01-18
10213,Comercio Minorista,2021-01-18
10214,Minería/Servicios,2021-01-18
10215,Ganadería/Agro,2021-01-18
10216,Comercio Minorista,2021-01-18
10217,Minería/Servicios,2021-01-19
10218,Independientes,2021-01-19
10219,Comercio Minorista,2021-01-19
10220,Minería/Servicios,2021-01-19
10221,Comercio Minorista,2021-01-19
10222,Ganadería/Agro,2021-01-19
10223,Ganadería/Agro,2021-01-19
10224,Independientes,2021-01-19
10225,Comercio Minorista,2021-01-19
10226,Minería/Servicios,2021-01-19
10227,Independientes,2021-01-19
10228,Comercio Minorista,2021-01-19
10229,Independientes,2021-01-19
